chunk_index,text,embedding_id,filename,file_type
10,"5A DC Warranty 1 year Title: C-Data FD511G-E-F680 EPON ONU Brand: c-data Description: Specification Brand C-Data Model C-Data FD511G-E-F680 PON Port Rx Sensitivity -27dBm Data Transmission PON Throughput Downstream 980Mbps, Upstream 950Mbps Data Transmission Ethernet 1000Mbps Power Supply 12V/0. 5A DC Warranty 1 year Title: C-Data FD511G-G-F361 GPON ONU Brand: c-data Description: Network Features Data Transmission PON Throughput Downstream 2. 488Gbit/s; Upstream 1. 244Gbit/s Ethernet Interface 1000Mbps Ports 1*GE Auto-negotiation RJ45 ports General Weight 106g Power 12V/0. 5A Title: C-Data FD511G-G-F680 GPON ONU Brand: c-data Description: Network Features Data Transmission PON Throughput Downstream 2. 488Gbit/s; Upstream 1. 244Gbit/s Ethernet Interface 1000Mbps Ports 1*GE Auto-negotiation RJ45 ports General Weight 106g Power 12V/0. 5A Title: C-Data FD511G-X-F361 XPON ONU Brand: c-data Description: Specifications Model C-DATA FD511G-X-F361 Ethernet Interface C-DATA Receiving Sensitivity Xpon -28dBm Receiving sensitivity Epon -27dBm Power Supply 12V/0. 5A DC Title: C-Data FD511G-X-F680 XPON ONU Brand: c-data Description: Specifications Model C-DATA FD511G-X-F680 Ethernet Interface C-DATA Receiving Sensitivity Xpon -28dBm Receiving sensitivity Epon -27dBm Power Supply 12V/0. 5A DC Title: C-DATA FD514GB-PFX-R410 4GE PON PORTS POE XPON ONU Brand: c-data Description: Product Specification EPON/GPON Interface SC/UPC single mode single fiber GPONFSANG. 984. 2 standard, Class B+ EPON1000BASE-PX20+ symmetric GPON2. 488Gbps/1. 244Gbps downstream/upstream EPON1. 25Gbps downstream/upstream Wavelength: Transmit: 1310nm Receiver: 1490nm Receiving sensitivity : GPON-28dBm EPON-27dBm Saturated power : GPON-8dBm EPON-3dBm Transmitting power : GPON0. 55dBm EPON:04dBm User Ethernet Interface 4*10/100/1000M auto-negotiation Full/half duplex mode RJ45 connector Auto MDI/MDI-X 100m distance POE, POE+ function Business Capability Layer 2 wire speed switching Support VLAN TAG/UNTAGVLAN translation Support Port-based speed limitation Support Priority classification Support storm control of broadcast Support loop detection ManagementMode OMCI, WEB, Telnet,OAM Management Function Status monitor, Configuration management, Alarm management, Log management Power Support POE feed (PSE) PSE output voltage: 48V DC The maximum output power of the whole machine: 56W, the maximum output power of a single port: 30W Max machine power consumption: <60W Physical Specifications Item Dimension150mm(L) x 115mm(W) x 30mm (H) Item Net Weightabout 500g Environmental Specifications Operating temperature: -30to 65C Operating humidity: 10% to 90%(Non-condensing) Title: C-Data GPON OLT 4 PORT FD1604S-B0-NDA0 with 10G Uplink Brand: c-data Description: Management Rack Type 1U 19-inch standard box Uplink Port COMBO port 4 10/100/1000M auto-negotiation Ethernet ports 4 SFP interfaces 10-Gigabit 2 SFP+ interfaces PON Port Quantity 4 Physical interface SFP slot Interface type ITU-TG. ",10,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
11,"984. 2 Class B+/Class C+ Max splitting ratio 1:128 PON Port attribute Transmission distance 20KM Port rate Downstream: 2. 5Gbps Upstream: 1. 25Gbps Wavelength Forwarding: 1490nm Receiving: 1310nm Interface type SC/UPC Fiber type 9/125m SMF (Single Mode Fiber) Light transmission power Class B+ +1. 5+5dBm : Class C+ +3+7dBm Receiving sensitivity Class B+ -28dBm : Class C+ -30dBm Saturation power Class B+ -8dBm : Class C+ -12dBm Power supply 220VAC AC: 100V240V47/63Hz -48DC DC:-40V-72V BBU DC: 11V14V Function: When the regular power supply is cut off, it can be switched to the backup power supply, and when the regular power supply resumes, it will switch back to the regular power supply and charge the backup power supply.  Working environment Working temperature -1550 Storage temperature -4085 Relative humidity 590% (Non-condensing) Others Management Port 1 100/1000BASE-Tx out-band Ethernet port 1 CONSOLE local management port USB Port 1 USB interface (Its used to backup configuration, upgrade program, and record log information) Network management method Support CLISNMPTELNETSSHWEB Business capabilities Support device log, device upgrade, device management, condition monitoring, configuration management, and user management.  Layer 2 switching configuration management: Like port management, VLAN, RSTP, IGMP, ACL, QOS and so on.  PON function configuration management: Like OLT authentication, DBA template, service template, line template and so on.  Layer 3 function: support static routing, dhcp-relay and vlanif configuration Backplane Bandwidth 63G Size 440mm(L)*240mm(W)*44mm(H) Weight 4kg Maximum power 60W Title: C-Data GPON OLT SFP PON Module Brand: c-data Description: Title: C-DATA CS2082G-POE 8GE UNMANAGED GiGABIT ETHERNET POE SWITCH Brand: c-data Description: Hardware Parameter Downlink ports 8*10/100/1000M BASE-T RJ45 MAC table size 2K Uplink ports 2*10/100/1000M BASE-T RJ45 Input Power 110-264V AC, 50/60Hz Switching capability 20Gbps DimentionW*D*Hmm 202*140*45mm Packets switching capability 14. 88Mpps Weight N. W:0. 9Kg G. W:1. 1Kg Switching method Storage forwarding Certification FCC; CE;ROHS LED light power,ports,sys PoEPower PoE Power Budget: 120W PoE Power Supply: 1/2(+),3/6(-) PoE Standard: IEEE802. ",11,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
12,"3af/at Max.  30W output of single PoE port Enviroment parameters Work temperature-15 to 50 Storage temperature-40 70 Work humidity10% to 90% Storage humidity10% to 90% Title: C-DATA CS3244GC 24GE + 4GE COMBO L2 GIGABIT MANAGED ETHERNET SWITCH Brand: c-data Description: Hardware Parameter Item Parameter Item Parameter Downlink ports 24*10/100/1000BASE-T MAC table size 8K Uplink ports 4*GE Combo Jumbo frame 10K Console port 1 pcs FLASH size 16MB Switching capability 56Gbps SDRAM size 128MB Packets switching capability 38. 68Mpps Energy conservation design Fanless Port buffer 4M Power AC100-240V Swtiching method Strorage forwarding Power consumption 24W LED light power systemLink/Act1000M DimentionW*D*Hmm 440*220*44(mm) Enviroment parameters storage temperature-40 to 70C Certification FCC; CE;CB;UL work temperature 0 to 50C work humidity 10% to 90% storage humidity 10% to 90% Software Parameter Item Parameter Item Parameter Jumbo Frames 10K ACL Based on MAC source, destination MAC, MAC source and destination MAC ,MAC protocol, source IP access control IGMP Snooping IGMP V1/V2 Snooping on the TCP, IP, UDP, IGMP source IP, destination IP, source IP and destination IP access control Support 256 groups Security feature VLAN port isolation VLAN Port based VLAN Port +MAC+IP binding ACCESS VLAN Port Mirroring One-to-one TRUNK VLAN Many-to-one HYBRID VLAN By mirroring port transmission, receiving and sending and receiving data DHCP Snooping Prevent illegal DHCP server 802. 1Q tagged VLAN ARP attack prevention To prevent the ARP request deception Max. 4094 VLANs To prevent the ARP reply to cheat MAC address administration MAC address display/inquire Network management Telnet Static MAC settings CLI Dynamic MAC address administration WEB (IP:192. 168. 1. 200 ,username/password: admin/admin) MAC address filtering Loop detection Support loop detection SNMP SNMP v2c;conform to RFC1902, RFC1903, RFC1904, RFC1905,RFC1906, RFC1907 Storm control Broadcast/Multicast/Unknown Unicast Storm Control The MIB II;conform to RFC1213 Port speed limit Egress and ingress speed limit Ethernet MIB conform to RFC1643 The bridge MIB conform to RFC1493 Title: C-DATA CS3244GS-POE 24GE + 4SFP L2 GIGABIT MANAGED ETHERNET POE SWITCH Brand: c-data Description: Hardware Parameter Downlink ports 24*10/100/1000BASE-T RJ45 Jumbo Frame 9K Uplink ports 4*10G SFP MAC table size 8K Console port 1 pcs FLASH size 16MB Switching capability 56Gbps DDR3 size 128MB Packets switching capability 41. ",12,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
13,"7Mpps Power AC90264V,4767Hz Switching method Storage forwarding Power consumption Full load <= 40W,empty load <= 20W LED light power,ports,sys DimentionW*D*Hmm 440*208*44mm PoE MAX 370W,port MAX 30W Enviroment parameters Work temperature-15 to 50 Storage temperature-40 70 Work humidity10% to 90% Storage humidity10% to 90% Weight <= 4. 5KG Certification FCC; CE;ROHS Software Parameter MAC Static MAC setting MAC filtering Automatic MAC setting/learning QoS WRR (Weighted Round Robin) Port based QoS IEEE 802. 1p Class of Service DSCP-based QoS QoS basic priority QoS strict priority (SP) System IPV4/IPV6 dual stack Users management SNTP(Simple Network Time Protocol) Syslog SNMP V1/V2/V3 RMON(1,2,3,9) Band control Ingress Port Ingress VLAN Egress Port Egress Queue Port Port configuration LACP (Link Aggregation Control Protocol) Port mirroring Port security LLDP LLDP port configuration MED agent VLAN Port based VLAN,private vlan MAC based VLAN Voice VLAN GVRP Device security Broadcast / Uncast / Multicast Storm Control IEEE 802. 1x, Radius,TACACS+ DHCP Snooping/DHCP Relay DHCP Server ERPS IP Source Guard ARP Check DAI (Dynamic ARP Inspection) IGMP IGMP snooping V1/V2/V3 Multicast entry(256) Device management PING/Traceroute Telnet/SSH CLI WEB (IP:192. 168. 1. 200 ,username/password: admin/admin) STP IEEE 802. 1D STP IEEE 802. 1W RSTP IEEE 802. 1S MSTP ACL MAC based ACL MAC based ACE IPV4 based ACL IPV4 based ACE QoS Support rate limiting on the rate of receiving and sending packets of port or custom streams Support port mirroring and redirection of port or custom streams Support SPWRRSP+WRRWFQSP+WFQ queue scheduling algorithm for each port or custom stream Title: C-DATA CS4244GX 24GE + 4SFP+ L2+ MANAGED ETHERNET SWITCH Brand: c-data Description: ItemParameter Hardware Parameter Item Parameter Downlink ports 24*10/100/1000BASE-T MAC table size 9K Uplink ports 4*GE SFP+ Jumbo frame 16K Console port 1 pcs FLASH size 16MB Switching capability 128Gbps SDRAM size 512MB Packets switching capability 95Mpps Power AC90264V,4767Hz Swtiching method Strorage forwarding Power consumption Full load <= 40W,empty load <= 20W LED light power systemLink/Act1000M DimentionW*D*Hmm 29022043. ",13,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
14,"6(mm) Enviroment parameters storage temperature-40 to 70C Weight <= 4. 5KG work temperature 0 to 50C Certification FCC; CE;ROHS work humidity 10% to 90% storage humidity 10% to 90% Software Parameter MAC Manual MAC address adding/deleting Manual MAC address aging time setting Shutting Port MAC address learning MAC address quantity control based on port and vlan Port MAC address filtering Multicast Layer 2 multicast entry size 509 Support IGMP V1/V2/v3 Snooping Support IGMP Filtering Support MVR protocol VLAN Port and protocol based VLAN 802. 1Q tagged VLAN QinQ Max. 4094 VLANs User safety Support Anti-ARP-spoofing protection Support Anti-ARP-flooding automatic suppression Support IP+MAC+port+VLAN binding table automatic creating through IP Source Guard Support port Isolation Support IEEE 802. 1x and AAA/Radius Users Identity Authorizing Port Support static and dynamic LACP protocol Egress and ingress speed limit Broadcast/Multicast/Unknown Unicast Storm Control Support port mirroring Device safety Prevent the CPU from various DOS attacks and virus attacks through the control layer Support SSHv2 Secure Shell Spport SNMP V3 encryption management Telnet login and password mechanism with Security IP User classified protection,prevent illegal users from intruding Ring protocol Support STP/RSTP/MSTP Support loopback detection ERRP(Ethernet Redundant Ring Protocol) Network safety Support ARP traffic detection based on each users MAC address Support ARP packages suppression or user blocking based on ARP traffic detection Support L2-L7 ACL flow filtering Support port broadcast/multicast packages suppression and automatic shutdown of dangerous ports Support DHCP Option82 and PPPoE+ mark with physical location information Link protection Support FlexLink link backup (link healing time <50ms) Support RSTP/MSTP link healing hardware acceleration capability (loop healing time <1s) Support LACP dynamic link aggregation (link healing time <50ms) Network maintenance Support LLDP protocol Support Ethernet OAM 802. 3ah EFM and 802. 1ag CFM Support RMON (Remote Monitoring)group 1,2,3,9 Support sFlow protocol PING,Traceroute IP IP static routing ACL Support standard and extended ACL Provides flow classification and flow definition based on IP header information such as source/destination MAC address, VLAN, 802. ",14,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
15,"1p, ToS, DiffServ, source/destination IP (IPv4/IPv6) address, TCP/UDP port number, protocol type, etc.  Support ACL strategy based on time range Device management Support Telnet,SSH Support SNTP protocol Support SNMP V1/V2c/V3 Support Radius remote authorization Support Tacacs+ remote authorization CLI WEB (IP:192. 168. 1. 200 ,username/password: admin/admin) QoS Support rate limiting on the rate of receiving and sending packets of port or custom streams Support port mirroring and redirection of port or custom streams Support SPWRRSP+WRRWFQSP+WFQ queue scheduling algorithm for each port or custom stream Title: C-DATA CS4244GX-POE 24GE + 4SFP+ L2+ GIGABIT MANAGED ETHERNET POE SWITCH Brand: c-data Description: Hardware Parameter Downlink ports 24*10/100/1000BASE-T RJ45 Jumbo Frame 12K Uplink ports 4*10G SFP+ MAC table size 16K Console port 1 pcs FLASH size 32MB Switching capability 128Gbps DDR3 size 256MB Packets switching capability 95Mpps Power AC 100-240V,50/60Hz Switching method Storage forwarding Power consumption < 30W LED light power,ports,sys DimentionW*D*Hmm 440*208*44mm PoE MAX 370W,port MAX 30W Enviroment parameters Work temperature-15 to 50 Storage temperature-40 70 Work humidity10% to 90% Storage humidity10% to 90% Weight <= 4. 5KG Certification FCC; CE;ROHS Software Parameter MAC Manual MAC address adding/deleting Manual MAC address aging time setting Shutting Port MAC address learning MAC address quantity control based on port and vlan Port MAC address filtering QoS Support rate limiting on the rate of receiving and sending packets of port or custom streams Support port mirroring and redirection of port or custom streams Support SPWRRSP+WRRWFQSP+WFQ queue scheduling algorithm for each port or custom stream VLAN Port and protocol based VLAN 802. 1Q tagged VLAN QinQ Max. 4094 VLANs Multicast Layer 2 multicast entry size 509 Support IGMP V1/V2/v3 Snooping Support IGMP Filtering Support MVR protocol Port Support static and dynamic LACP protocol Egress and ingress speed limit Broadcast/Multicast/Unknown Unicast Storm Control Support port mirroring User safety Support Anti-ARP-spoofing protection Support Anti-ARP-flooding automatic suppression Support IP+MAC+port+VLAN binding table automatic creating through IP Source Guard Support port Isolation Support IEEE 802. ",15,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
16,"1x and AAA/Radius Users Identity Authorizing Ring protocol Support STP/RSTP/MSTP Support loopback detection ERRP(Ethernet Redundant Ring Protocol) Device security Prevent the CPU from various DOS attacks and virus attacks through the control layer Support SSHv2 Secure Shell Spport SNMP V3 encryption management Telnet login and password mechanism with Security IP User classified protection,prevent illegal users from intruding Link protection Support FlexLink link backup (link healing time <50ms) Support RSTP/MSTP link healing hardware acceleration capability (loop healing time <1s) Support LACP dynamic link aggregation (link healing time <50ms) Network safety Support ARP traffic detection based on each users MAC address Support ARP packages suppression or user blocking based on ARP traffic detection Support L2-L7 ACL flow filtering Support port broadcast/multicast packages suppression and automatic shutdown of dangerous ports Support DHCP Option82 and PPPoE+ mark with physical location information IP IP static routing Network maintenance Support LLDP protocol Support Ethernet OAM 802. 3ah EFM and 802. 1ag CFM Support RMON (Remote Monitoring)group 1,2,3,9 Support sFlow protocol PING,Traceroute Device management Support Telnet,SSH Support SNTP protocol Support SNMP V1/V2c/V3 Support Radius remote authorization Support Tacacs+ remote authorization CLI WEB (IP:192. 168. 1. 200 ,username/password: admin/admin) Title: C-Data EPON OLT 4 PORT (with 10G uplink) FD1204S-B0-NDA0 Brand: c-data Description: Uplink Port QTY 10 Copper 10/100/1000M auto-negotiable,RJ45:4pcs Optical interface 4 GE 10Gb uplink interface 2*10Gb PON Port QTY 4 Physical Interface SFP Slots Connector Type 1000BASE-PX20+ Max splitting ratio 1:64 USB Port QTY 1 Connector Type Type-C PON Port Specification Transmission Distance 20KM PON port speed Symmetrical 1. 25Gbps Wavelength 1490nm TX,1310nm RX Connector SC/PC Fiber Type 9/125m SMF TX Power +2. 5+7dBm Rx Sensitivity -27dBm Saturation Optical Power -6dBm 10Gb SFP+ Port Specification Transmission Distance 10KM PON port speed 8. 5-10. 51875Gbps Wavelength 1310nmTX1310nmRX Connector LC Fiber Type Single mode with dual fiber TX Power -8. ",16,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
17,"2~+0. 5 dBm Rx Sensitivity -12. 6dBm Power Supply 220VAC AC: 100V240V50/60Hz -48DC DC-40V~-72V Operating Environment Working Temperature -1550 Storage Temperature -4085 Relative Humidity 590%(non-condensing) Others Power Consumption 60W Weight 4kg Size 440mm(L)*230mm(W)*44mm(H) Management Ports 1 100/1000 BASE-Tx out-band Ethernet port 1 CONSOLE local management port Management Mode SNMP, Telnet, CLI management mode.  Management Function Fan Group Detecting Port Status monitoring and configuration management; Layer-2 switch configuration such as Vlan, Trunk ,RSTP,IGMP ,QOS, etc; EPON management function: DBA ,ONU authorization, ACL ,QOS ,etc; Online ONU configuration and management User management Alarm management Layer-two Switch Support port VLan and protocol Vlan Support Vlan tag/Untag ,vlan transparent transmission; Support 4096 VLAN Support 802. 3dd trunk RSTP QOS based on port ,VID,TOS and MAC address IGMP Snooping 802. x flow control Port stability statistic and monitoring EPON Function Support port-based rate limitation and bandwidth control; In compliant with IEEE802. 3ah Standard Up to 20KM transmission Distance Support data encryption, group broadcasting, port Vlan separation, RSTP, etc.  Support Dynamic Bandwidth Allocation (DBA) Support ONU auto-discovery/Link detection/remote upgrade of software; Support VLAN division and user separation to avoid broadcast storm; Support various LLID configuration and single LLID configuration . Different user and different service could provide different QoS by means of different LLID channels.  Support power-off alarm function ,easy for link problem detection Support broadcasting storm resistance function Support port isolation between different ports Support ACL and SNMP to configure data packet filter flexibly Specialized design for system breakdown prevention to maintain stable system Support dynamic distance calculation on EMS online Support RSTP,IGMP Proxy Title: C-Data EPON OLT 8 PORT (with 10G uplink) FD1208S-B0-NDA0 Brand: c-data Description: Uplink Port QTY 12 Copper 10/100/1000M auto-negotiable,RJ45:4pcs Optical interface 4 GE 10Gb uplink interface 4*10Gb PON Port QTY 8 Physical Interface SFP Slots Connector Type 1000BASE-PX20+ Max splitting ratio 1:64 USB Port QTY 1 Connector Type Type-C PON Port Specification Transmission Distance 20KM PON port speed Symmetrical 1. ",17,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
18,"25Gbps Wavelength 1490nm TX,1310nm RX Connector SC/PC Fiber Type 9/125m SMF TX Power +2. 5+7dBm Rx Sensitivity -27dBm Saturation Optical Power -6dBm 10Gb SFP+ Port Specification Transmission Distance 10KM PON port speed 8. 5-10. 51875Gbps Wavelength 1310nmTX1310nmRX Connector LC Fiber Type Single mode with dual fiber TX Power -8. 2~+0. 5 dBm Rx Sensitivity -12. 6dBm Power Supply 220VAC AC: 100V240V47/63Hz -48DC DC:-36V-72V Operating Environment Working Temperature -1550 Storage Temperature -4085 Relative Humidity 590%(non-condensing) Others Power Consumption 58W Weight 4. 50kg Size 440mm(L)*298mm(W)*44mm(H) Management Ports 1 100/1000 BASE-Tx out-band Ethernet port 1 CONSOLE local management port Management Mode SNMP, Telnet, CLI management mode.  Management Function Fan Group Detecting Port Status monitoring and configuration management; Layer-2 switch configuration such as Vlan, Trunk ,RSTP,IGMP ,QOS, etc; EPON management function: DBA ,ONU authorization, ACL ,QOS ,etc; Online ONU configuration and management User management Alarm management Layer-two Switch Support port VLan and protocol Vlan Support Vlan tag/Untag ,vlan transparent transmission; Support 4096 VLAN Support 802. 3dd trunk RSTP QOS based on port ,VID,TOS and MAC address IGMP Snooping 802. x flow control Port stability statistic and monitoring EPON Function Support port-based rate limitation and bandwidth control; In compliant with IEEE802. 3ah Standard Up to 20KM transmission Distance Support data encryption, group broadcasting, port Vlan separation, RSTP, etc.  Support Dynamic Bandwidth Allocation (DBA) Support ONU auto-discovery/Link detection/remote upgrade of software; Support VLAN division and user separation to avoid broadcast storm; Support various LLID configuration and single LLID configuration . Different user and different service could provide different QoS by means of different LLID channels.  Support power-off alarm function ,easy for link problem detection Support broadcasting storm resistance function Support port isolation between different ports Support ACL and SNMP to configure data packet filter flexibly Specialized design for system breakdown prevention to maintain stable system Support dynamic distance calculation on EMS online Support RSTP,IGMP Proxy Layer-three Route Support static routing protocol Support dynamic RIP protocol Support dhcp-relay function Support vlanif interface configuration Title: C-Data EPON OLT SFP PON Module Brand: c-data Description: Title: C-Data FD1604S-B0 XPON 4 PORT OLT Brand: c-data Description: Management Rack Type 1U 19-inch standard box Uplink Port COMBO port 4*10/100/1000M auto-negotiation Ethernet ports, 4 SFP interfaces 10-Gigabit 2 SFP+ interfaces PON Port Quantity 4 Physical interface SFP slot Interface type XPON ITU-TG. ",18,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
19,"984. 2 Class B+/Class C+ Max splitting ratio XPON 1:128 Backplane Bandwidth 63G Power supply 220VAC AC: 100V240V47/63Hz -48DC DC:-40V-72V Working environment Working temperature -1550 Storage temperature -4085 Relative humidity 590% (Non-condensing) Others USB Port 1 USB interface (Its used to backup configuration, upgrade program, and record log information) Network management method Support CLISNMPTELNETSSHWEB Business capabilities Support device log, device upgrade, device management, condition monitoring, configuration management, and user management.  Layer 2 switching configuration management: Like port management, VLAN, RSTP, IGMP, ACL, QOS and so on.  PON function configuration management: Like OLT authentication, DBA template, service template, line template and so on.  Layer 3 function: support static routing, dhcp-relay and vlanif configuration Backplane Bandwidth 63G Size 440mm(L)*240mm(W)*44mm(H) Weight 4kg Maximum power 60W Title: C-Data FD1608S-B0 GPON 8 PORT OLT Brand: c-data Description: Management Rack Type 1U 19-inch standard box Uplink Port COMBO port 4*10/100/1000M auto-negotiation Ethernet ports, 4 SFP interfaces 10-Gigabit 2 SFP+ interfaces PON Port Quantity 8 Physical interface SFP slot Interface type GPON ITU-TG. 984. 2 Class B+/Class C+ Max splitting ratio GPON 1:128 Backplane Bandwidth 78G Power supply 220VAC AC: 100V240V47/63Hz -48DC DC:-40V-72V Working environment Working temperature -1550 Storage temperature -4085 Relative humidity 590% (Non-condensing) Others USB Port 1 USB interface (Its used to backup configuration, upgrade program, and record log information) Network management method Support CLISNMPTELNETSSHWEB Business capabilities Support device log, device upgrade, device management, condition monitoring, configuration management, and user management.  Layer 2 switching configuration management: Like port management, VLAN, RSTP, IGMP, ACL, QOS and so on.  PON function configuration management: Like OLT authentication, DBA template, service template, line template and so on.  Layer 3 function: support static routing, dhcp-relay and vlanif configuration Backplane Bandwidth 78G Size 440mm(L)*240mm(W)*44mm(H) Weight 4. 5kg Maximum power 78W Title: C-Data FD1608S-B0 XPON 8 PORT OLT Brand: c-data Description: Management Rack Type 1U 19-inch standard box Uplink Port COMBO port 4*10/100/1000M auto-negotiation Ethernet ports, 4 SFP interfaces 10-Gigabit 2 SFP+ interfaces PON Port Quantity 8 Physical interface SFP slot Interface type XPON ITU-TG. ",19,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
20,"984. 2 Class B+/Class C+ Max splitting ratio XPON 1:128 Backplane Bandwidth 78G Power supply 220VAC AC: 100V240V47/63Hz -48DC DC:-40V-72V Working environment Working temperature -1550 Storage temperature -4085 Relative humidity 590% (Non-condensing) Others USB Port 1 USB interface (Its used to backup configuration, upgrade program, and record log information) Network management method Support CLISNMPTELNETSSHWEB Business capabilities Support device log, device upgrade, device management, condition monitoring, configuration management, and user management.  Layer 2 switching configuration management: Like port management, VLAN, RSTP, IGMP, ACL, QOS and so on.  PON function configuration management: Like OLT authentication, DBA template, service template, line template and so on.  Layer 3 function: support static routing, dhcp-relay and vlanif configuration Backplane Bandwidth 78G Size 440mm(L)*240mm(W)*44mm(H) Weight 4. 5kg Maximum power 78W Title: C-Data FD1616S-B0 GPON 16 PORT OLT Brand: c-data Description: Management Rack Type 1U 19-inch standard box Uplink Port COMBO port 4*10/100/1000M auto-negotiation Ethernet ports, 4 SFP interfaces 10-Gigabit 2 SFP+ interfaces PON Port Quantity 16 Physical interface SFP slot Interface type GPON ITU-TG. 984. 2 Class B+/Class C+ Max splitting ratio GPON 1:128 Backplane Bandwidth 108G Power supply 220VAC AC: 100V240V47/63Hz -48DC DC:-40V-72V Working environment Working temperature -1550 Storage temperature -4085 Relative humidity 590% (Non-condensing) Others USB Port 1 USB interface (Its used to backup configuration, upgrade program, and record log information) Network management method Support CLISNMPTELNETSSHWEB Business capabilities Support device log, device upgrade, device management, condition monitoring, configuration management, and user management.  Layer 2 switching configuration management: Like port management, VLAN, RSTP, IGMP, ACL, QOS and so on.  PON function configuration management: Like OLT authentication, DBA template, service template, line template and so on.  Layer 3 function: support static routing, dhcp-relay and vlanif configuration Backplane Bandwidth 108G Size 440mm(L)*240mm(W)*44mm(H) Weight 4. 5kg Maximum power 100W Title: C-Data FD1616S-B0 XPON 16 PORT OLT Brand: c-data Description: Management Rack Type 1U 19-inch standard box Uplink Port COMBO port 4*10/100/1000M auto-negotiation Ethernet ports, 4 SFP interfaces 10-Gigabit 2 SFP+ interfaces PON Port Quantity 16 Physical interface SFP slot Interface type XPON ITU-TG. ",20,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
21,"984. 2 Class B+/Class C+ Max splitting ratio XPON 1:128 Backplane Bandwidth 108G Power supply 220VAC AC: 100V240V47/63Hz -48DC DC:-40V-72V Working environment Working temperature -1550 Storage temperature -4085 Relative humidity 590% (Non-condensing) Others USB Port 1 USB interface (Its used to backup configuration, upgrade program, and record log information) Network management method Support CLISNMPTELNETSSHWEB Business capabilities Support device log, device upgrade, device management, condition monitoring, configuration management, and user management.  Layer 2 switching configuration management: Like port management, VLAN, RSTP, IGMP, ACL, QOS and so on.  PON function configuration management: Like OLT authentication, DBA template, service template, line template and so on.  Layer 3 function: support static routing, dhcp-relay and vlanif configuration Backplane Bandwidth 108G Size 440mm(L)*240mm(W)*44mm(H) Weight 5kg Maximum power 10W Title: C-Data FD504G-X-R411 4GE PON Ports XPON ONU Brand: c-data Description: Specifications Interface PON Interface 1*GPON/EPON port, FSAN G. 984. 2 standard, Class B+ Downstream Data Rate2. 488Gbps Upstream Data Rate1. 244Gbps SC/PC single-mode fiber 28dB Link loss and 20KM distance with 1:128 Ethernet Interface 4*10/100/1000M auto-negotiation Full Duplex / Half-Duplex RJ45 Connector Auto MDI/MDI-X Transmission Distance 100 Meter Power Interface 12V DC power supply Performance Parameters PON Optical Parameter Wavelength: Tx 1310nm, Rx1490nm Tx Optical Power: 0. 55dBm Rx Sensitivity: -28dBm Saturation Optical Power: -8dBm Data Transmission Parameter PON Throughput: Downstream 2. 488Gbit/s; Upstream 1. 244Gbit/s Data Transmission Parameter Ethernet: 1000Mbps Packet Loss Ratio: <1*10E-12 latency: <1. 5ms Management Management Mode Standard compliant OMCI interface as defined by ITU-T G. 984. 4 Support WEB management Management Function Status monitor, Configuration management, Alarm management, Log management Environmental Specifications Shell White plastic casing Power External 12V/0. 5A DC power supply adapter Power consumption: <4. 5W Dimensions Item Dimension160*112*28. 5(mm) Item weight0. 3kg Environment Operating Temperature040 Storage Temperature-4085 Operating Humidity10%90%(Non-condensing) Storage Humidity10%90%(Non-condensing) Title: C-Data FD511G-E-F361 EPON ONU Brand: c-data Description: Specification Brand C-Data Model C-Data FD511G-E-F361 PON Port Rx Sensitivity -27dBm Data Transmission PON Throughput Downstream 980Mbps, Upstream 950Mbps Data Transmission Ethernet 1000Mbps Power Supply 12V/0. ",21,C:\Users\ASUS\AppData\Local\Temp\tmpgdo6pazo,pdf
